schedule_id,review_id,user_ig_username,user_subscriber_id,incoming_message_text,incoming_message_timestamp,response_text,calculated_delay_minutes,scheduled_send_time,status,created_at,sent_at,error_message,original_response_time,user_response_time,user_notes,manual_context,processed_at
220,1624,user_1011633504,1011633504,10 years! Hbu?,2025-07-03T18:40:32.903133,"Yeah nice one, 10 years is solid! I've been vegetarian since birth, gave up milk a few years ago! How did you feel making the transition? :)",2,2025-07-03T18:44:05.004417,sent,2025-07-03 08:42:05,2025-07-03T18:44:46.103125,,2025-07-03 08:42:05,2025-07-03T18:40:32.903133,,Auto-updated with 1 new messages (0 added to history),2025-07-03T18:44:46.103125
221,1625,karolina_bln91,1322089393,"Oh, that’s so great. I came to the point where so called food didn’t sit right with me anymore, i started to think more and made a connection that i’m eating a living being with same bones and blood and all. That was it for me. Best decision of my life. Yeah, i know, milk products are kind of tricky to replace, especially a few years back. Now you can make everything, but way tastier ☺️",2025-07-03T18:42:52.061301,"Yeah totally hey, sounds like it really was the best decision for you. You're right, vegan stuff is way better now hey! Seen your baking, must be killing it in the kitchen! Any favourite vegan cheesecakes you whip up?",2,2025-07-03T18:46:21.002950,failed,2025-07-03 08:44:21,,,2025-07-03 08:44:21,2025-07-03T18:42:52.061301,,Auto-updated with 1 new messages (0 added to history),2025-07-03T18:47:24.933329
222,1626,like_the_doll_,1011633504,It was pretty easy!,2025-07-03T18:45:57.933488,Haha yeah sounds like it was heaps easy hey! Seen you do a bit of activism too - what kind of stuff are you passionate about?,2,2025-07-03T18:49:24.984979,sent,2025-07-03 08:47:24,2025-07-03T18:49:52.346139,,2025-07-03 08:47:24,2025-07-03T18:45:57.933488,,Auto-updated with 1 new messages (0 added to history),2025-07-03T18:49:52.346139
223,1627,karolina_bln91,1322089393,"Oh, that’s nice of you ☺️ but yeah couldn’t really deny that, i’m a great cook 😀🙈 i would say blueberry cheesecake is kind of my favourite. But what i really love is chocolate cakes ☺️ what about you, do you cook?",2025-07-03T19:10:10.075825,"Haha yeah you're definitely making me keen to try some vegan chocolate cake! Sounds absolutely unreal. You sent that twice hey! 😂 Still keen to see your photos, especially if they include your amazing cakes! Have you got a favourite spot to capture shots?",1,2025-07-03T19:12:46.256680,sent,2025-07-03 09:11:46,2025-07-03T19:13:17.524322,,2025-07-03 09:11:46,2025-07-03T19:10:10.075825,,Auto-updated with 2 new messages (0 added to history),2025-07-03T19:13:17.524322
224,1628,user_122740793,122740793,"You’re welcome, thanks for following me! Ummmm I went vegetarian about ten years ago and then I suppose have been trying to eat as much plant based as I can for the past few years now :) How about you?",2025-07-03T19:14:07.899543,"Yeah nice one, 10 years vegetarian is solid, and the past few years plant based! I've been vegetarian since birth, gave up milk a few years ago! How did you feel making the transition? :)",3,2025-07-03T19:18:34.674865,sent,2025-07-03 09:15:34,2025-07-03T19:19:45.924517,,2025-07-03 09:15:34,2025-07-03T19:14:07.899543,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:19:45.924517
225,1629,user_1876806535,1876806535,"Love your posts, and plant based positivity! 
8 years vegan, (sadly only vegetarian for 36 years before that 😞 )",2025-07-03T19:18:50.838333,Ah nice one! Love hearing that! 8 years vegan is solid hey! And 36 years vegetarian before that is insane! How long have you been pairing it with training? :),2,2025-07-03T19:22:15.078215,sent,2025-07-03 09:20:15,2025-07-03T19:23:11.911144,,2025-07-03 09:20:15,2025-07-03T19:18:50.838333,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:23:11.911144
226,1630,iapiisk,1111394203,"Hi! Thank you to follow:) I can’t count how long exactly. I started to be vegetarian at 11 years old.. and then in 2 years vegan , then there abd back to vegetarian and vegan many times:)",2025-07-03T19:28:22.345453,"Haha looks like that message sent twice hey! Yeah totally get that back and forth, thats a long time plant based! What differences did you find switching between them?",2,2025-07-03T19:31:54.083498,sent,2025-07-03 09:29:54,2025-07-03T19:32:40.494891,,2025-07-03 09:29:54,2025-07-03T19:28:22.345453,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:32:40.494891
227,1631,lilith_is_a_punk,1485770295,"Hi! Yes, I'm plant-based because I'm vegan, and eating a plant-based diet is just one of the logical consequences of being vegan (I became vegan in 2020). Are you vegan?",2025-07-03T19:29:30.517013,"Yeah totally get that hey! As I mentioned, I've been vegetarian since birth, gave up milk a few years ago. How's the journey been for you since going vegan in 2020?",3,2025-07-03T19:33:59.852892,sent,2025-07-03 09:30:59,2025-07-03T19:35:04.065725,,2025-07-03 09:30:59,2025-07-03T19:29:30.517013,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:35:04.065725
228,1632,user_706507153,706507153,Good morning :) Yes I’m vegan :) Sine almost 26 years,2025-07-03T19:38:14.560643,"Haha good morning to you too! Seems like you're in a different timezone hey.

But wow, almost 26 years vegan, that's absolutely incredible! Mad respect for that consistency hey. Someone who's been vegan that long definitely has the nutrition side sorted!

I'm actually running something that might be perfect for someone with your vegan experience. Perfect! I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",2,2025-07-03T19:41:44.195972,sent,2025-07-03 09:39:44,2025-07-03T19:42:34.436584,,2025-07-03 09:39:44,2025-07-03T19:38:14.560643,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:42:34.436584
229,1633,littlecardiffkitchen,122740793,"Yeah giving up cows milk was the first step for me too, I just found plant milks were much nicer and the thought of cow milk gives me the creeps 🤣 not bad to be honest! I do love a good meat-free alternative I won’t lie, but it’s easier nowadays than ever to get good vegan food",2025-07-03T19:39:53.149712,"Yeah totally! It is way easier now with all the alternatives hey. Seen you do a heap of cooking on your page, been whipping up any good vegan feeds lately?",1,2025-07-03T19:42:24.825669,sent,2025-07-03 09:41:24,2025-07-03T19:44:01.775269,,2025-07-03 09:41:24,2025-07-03T19:39:53.149712,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:44:01.775269
230,1634,user_1704494905,1704494905,Hey For 7 years now How about you?,2025-07-03T19:42:39.758296,"Yeah nice one, 7 years is solid! You've definitely got the nutrition side sorted hey. I've been vegetarian since birth, gave up milk a few years ago! I'm actually running something right now that might be perfect for someone with your vegan experience. I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",1,2025-07-03T19:45:06.642524,sent,2025-07-03 09:44:06,2025-07-03T19:46:29.436445,,2025-07-03 09:44:06,2025-07-03T19:42:39.758296,,Auto-updated with 1 new messages (0 added to history),2025-07-03T19:46:29.436445
231,1635,karolina_bln91,1322089393,"I guess you should make one 🙈 thank you ☺️ i don’t, not really. So, what about you? Or is it just about me?😀",2025-07-03T19:43:54.707740,"Haha sent those again hey! Nah not just about you, I just like hearing what everyone's into! Especially your vegan cheesecakes, they sound unreal! How long does it usually take you to whip one up?",1,2025-07-03T19:46:26.171278,sent,2025-07-03 09:45:26,2025-07-03T19:47:58.624113,,2025-07-03 09:45:26,2025-07-03T19:43:54.707740,,Auto-updated with 3 new messages (0 added to history),2025-07-03T19:47:58.624113
232,1636,karolina_bln91,1322089393,"Do you mean my emojis?🫣 oh, that means a lot, cause i kind of put like a piece of my heart in every dish that i make. Not really sure, not that long. You just have to prepare a few things ahead of time, and then leave it overnight.",2025-07-03T19:59:55.610315,"Haha looks like you sent a few messages through there hey! Not the emojis, just the text 😂 was just asking about whether you get photos of the finished unreal cheesecakes before they get eaten?",3,2025-07-03T20:04:25.519874,sent,2025-07-03 10:01:25,2025-07-03T20:05:28.643902,,2025-07-03 10:01:25,2025-07-03T19:59:55.610315,,Auto-updated with 4 new messages (0 added to history),2025-07-03T20:05:28.643902
233,1637,user_1966975059,1966975059,Heyy been avegah for years,2025-07-03T20:45:42.189123,"Hey! Years vegan, nice one! How did you get into the vegan life?",1,2025-07-03T20:48:19.190749,sent,2025-07-03 10:47:19,2025-07-03T20:48:56.151962,,2025-07-03 10:47:19,2025-07-03T20:45:42.189123,,Auto-updated with 1 new messages (0 added to history),2025-07-03T20:48:56.151962
234,1638,millie_millz83,1966975059,I love animals and health wise,2025-07-03T20:49:58.099629,"Yeah totally get that hey, both loving animals and being health wise are awesome reasons! How did you find making the switch?",3,2025-07-03T20:54:32.661461,sent,2025-07-03 10:51:32,2025-07-03T20:55:25.511671,,2025-07-03 10:51:32,2025-07-03T20:49:58.099629,,Auto-updated with 1 new messages (0 added to history),2025-07-03T20:55:25.511671
235,1639,user_659010138,659010138,Only recently and I feel ashamed I had not been one earlier.,2025-07-03T21:05:08.402258,"Yeah totally get that hey, that feeling of 'why didn't I do this sooner' is super common. But hey, good on ya for making the change now! What sort of pushed you to do it recently?",3,2025-07-03T21:09:43.986439,sent,2025-07-03 11:06:43,2025-07-03T21:10:53.760072,,2025-07-03 11:06:43,2025-07-03T21:05:08.402258,,Auto-updated with 1 new messages (0 added to history),2025-07-03T21:10:53.760072
236,1640,marissussmilch,659010138,"I started to get more information about what really is going on, the cruel practices involving animales and their suffering",2025-07-03T21:19:12.254168,"Yeah totally get that hey! It's eye opening learning about all of that, changes your perspective heaps hey. Did that lead you to start looking into the plant based life at all?",3,2025-07-03T21:23:45.644710,sent,2025-07-03 11:20:45,2025-07-03T21:24:23.234651,,2025-07-03 11:20:45,2025-07-03T21:19:12.254168,,Auto-updated with 1 new messages (0 added to history),2025-07-03T21:24:23.234651
237,1641,mayouvegan,1581217277,"Oh okay that's great !!! 
It's been cool and interesting for me. And I love the effects on my body so it's all good lol. And you, how do you feel about that ?",2025-07-03T21:45:07.188080,"Yeah nice one, its good to hear its all going well and your loving the effects! I feel pretty good about it too hey! What kind of effects are you noticing?",3,2025-07-03T21:49:39.470569,sent,2025-07-03 11:46:39,2025-07-03T21:50:49.170245,,2025-07-03 11:46:39,2025-07-03T21:45:07.188080,,Auto-updated with 1 new messages (0 added to history),2025-07-03T21:50:49.170245
238,1642,millie_millz83,1966975059,I had no problem unlikenmy  sisters that have no conscience about living beings🤣 Alotnof ppl tellcme o I had go back to meat 🙄🙄,2025-07-03T21:53:02.255313,"Yeah totally get that hey, sucks when people tell you to go back to meat! Fair enough you stick to what feels right for you. How do you find managing that kind of outside pressure?",3,2025-07-03T21:57:39.912107,sent,2025-07-03 11:54:39,2025-07-03T21:58:19.591990,,2025-07-03 11:54:39,2025-07-03T21:53:02.255313,,Auto-updated with 2 new messages (0 added to history),2025-07-03T21:58:19.591990
239,1643,millie_millz83,1966975059,I dont care  she use to call me names like freak which annoyed me..I try to find more vegan friends and more vegan places..my other friends respect me being vegan and my other sister does,2025-07-03T22:04:25.872596,"Yeah totally get that hey, finding those vegan friends and places and having that support from your other friends and sister is so good! How do you find balancing the vegan lifestyle with being a new mommy?",2,2025-07-03T22:07:56.382556,sent,2025-07-03 12:05:56,2025-07-03T22:08:51.952911,,2025-07-03 12:05:56,2025-07-03T22:04:25.872596,,Auto-updated with 3 new messages (0 added to history),2025-07-03T22:08:51.952911
240,1644,millie_millz83,1966975059,Its hard ..I wanna start cooking more again..thisnheat just makes me lazy lol so I order in alot from this place by me .. they have alot of vegan wraps and food..,2025-07-03T22:12:37.039681,"Yeah totally get that hey, it's hard cooking in that heat! Ordering in those vegan wraps sounds like a solid shout though. How are you finding balancing all that new mommy stuff with keeping your energy up and tryna get back into cooking more?",1,2025-07-03T22:15:14.364726,sent,2025-07-03 12:14:14,2025-07-03T22:16:22.929011,,2025-07-03 12:14:14,2025-07-03T22:12:37.039681,,Auto-updated with 4 new messages (0 added to history),2025-07-03T22:16:22.929011
241,1645,millie_millz83,1966975059,My daughters on the spectrum .. she loves the impossible nuggets.. shes still lil picky wt food but we eat healthy,2025-07-03T22:14:22.718994,"Yeah totally get that hey, balancing everything with your daughter, especially with the picky eating and finding things like the impossible nuggets she loves, is a lot! It's tough when the heat makes you feel lazy and cooking feels like a mission. With all that going on, what's the main thing you're finding tricky about finding time or energy for yourself?",1,2025-07-03T22:16:54.065431,sent,2025-07-03 12:15:54,2025-07-03T22:17:52.497673,,2025-07-03 12:15:54,2025-07-03T22:14:22.718994,,Auto-updated with 5 new messages (0 added to history),2025-07-03T22:17:52.497673
242,1646,user_417931630,417931630,Always,2025-07-03T22:38:59.856670,Yeah love that always always hey! What ya been up to?,1,2025-07-03T22:41:26.869977,sent,2025-07-03 12:40:26,2025-07-03T22:42:19.877727,,2025-07-03 12:40:26,2025-07-03T22:38:59.856670,,Auto-updated with 1 new messages (0 added to history),2025-07-03T22:42:19.877727
243,1647,livrenee_fit,7432133,Thank you!! I’m loving it so far because I’ve met some amazing internet friends & everyone is so supportive! But that’s freaking awesome that you’ve been veg your whole life!! I’m jealous honestly - I wish I would’ve started sooner!,2025-07-03T22:40:19.025588,"Yeah, that's awesome the community is so supportive, hey! Good on ya for diving into the plant based life too! What got you into it?",3,2025-07-03T22:44:46.901436,sent,2025-07-03 12:41:46,2025-07-03T22:45:46.038807,,2025-07-03 12:41:46,2025-07-03T22:40:19.025588,,Auto-updated with 1 new messages (0 added to history),2025-07-03T22:45:46.038807
244,1648,user_1023521085,1023521085,Lifetime…,2025-07-03T23:02:26.266226,"Yeah, Lifetime... Lifetime... is a deep one hey. What makes you say that?",1,2025-07-03T23:04:53.586098,sent,2025-07-03 13:03:53,2025-07-03T23:06:18.339700,,2025-07-03 13:03:53,2025-07-03T23:02:26.266226,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:06:18.339700
245,1649,user_537425016,537425016,6 years now. How about you?,2025-07-03T23:03:31.760901,"Yeah nice one, 6 years is solid! I've been vegetarian since birth, gave up milk a few years ago! How did you feel making the transition? :)",2,2025-07-03T23:06:57.947046,sent,2025-07-03 13:04:57,2025-07-03T23:07:45.077806,,2025-07-03 13:04:57,2025-07-03T23:03:31.760901,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:07:45.077806
246,1650,pluumeria,650861128,Heyy You already asked me that,2025-07-03T23:07:06.447473,"Oh haha you're totally right! My bad, must be getting old! 😂 Saw you're into travelling heaps though - been anywhere cool lately?",3,2025-07-03T23:11:34.845981,sent,2025-07-03 13:08:34,2025-07-03T23:12:16.794832,,2025-07-03 13:08:34,2025-07-03T23:07:06.447473,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:12:16.794832
247,1651,kayblossom9,1308967647,Well if its free :D I'm up for challenges.,2025-07-03T23:13:14.934809,"Legend! Okay perfect! I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",3,2025-07-03T23:17:41.778932,sent,2025-07-03 13:14:41,2025-07-03T23:18:40.635412,,2025-07-03 13:14:41,2025-07-03T23:13:14.934809,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:18:40.635412
248,1652,asemanenilgun000,622828110,"😊They are doing well. They are free in the room every day, flying, playing, and eating.",2025-07-03T23:21:08.078778,Yeah awesome they're doing well and free in the room hey! Sounds like you're giving them an unreal life after what they went through 😊,3,2025-07-03T23:25:39.943865,sent,2025-07-03 13:22:39,2025-07-03T23:26:09.900767,,2025-07-03 13:22:39,2025-07-03T23:21:08.078778,,Auto-updated with 19 new messages (0 added to history),2025-07-03T23:26:09.900767
249,1653,user_426319321,426319321,Hi 8 years. Are you doing vegan fitness coaching online?,2025-07-03T23:36:40.400463,"Yeah nice one, 8 years is solid! I am! I'm actually running something right now that might be perfect for someone with your vegan experience. Perfect! I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",2,2025-07-03T23:40:11.843372,sent,2025-07-03 13:38:11,2025-07-03T23:41:35.487804,,2025-07-03 13:38:11,2025-07-03T23:36:40.400463,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:41:35.487804
250,1654,asemanenilgun000,622828110,"These 7 birds will stay with me for the rest of their lives. There are many more birds that we rescue and as soon as they are purchased from their owners, they are ""story"" and taken to the vet immediately and the group pays for the treatment. Then, we hand them over to a new, volunteer caretaker for a period of treatment so that he or she can continue to treat them and give them their medication.",2025-07-03T23:40:34.966231,"Yeah nice one, looking after those 7 for life! Proper commitment hey. That whole process of rescuing and treating sounds like heaps of work but so rewarding. How do you guys usually find the birds that need help?",1,2025-07-03T23:43:06.411292,sent,2025-07-03 13:42:06,2025-07-03T23:44:04.263049,,2025-07-03 13:42:06,2025-07-03T23:40:34.966231,,Auto-updated with 20 new messages (0 added to history),2025-07-03T23:44:04.263049
251,1655,kayblossom9,1308967647,"looks amazing. Love the bunny. Only thing is if workouts are a programme, because i have 1 PT session a week. Swim once or twice, have Karate once or twice and then try to fit in a run and second gym session without my PT. And I'm not very good at factoring in rest days at all. So I don't know if I can make that all fit in a pre-set programme in your challenge or is it not so specific on WHAT the workouts have to be?",2025-07-03T23:43:11.311234,"Yeah totally get that, sounds like you've got heaps going on already with your PT, swimming, karate, and other sessions! And yeah not factoring in rest days happens hey.

The workout program is completely tailored to you and your lifestyle! It's not a rigid pre set thing at all, I factor in everything you tell me when I build it, including your existing training and how many rest days you need to recover properly.

So yeah, once you've hit the join button I'll get all your info and build it out specifically for you factoring all that in 😊",3,2025-07-03T23:47:40.899300,sent,2025-07-03 13:44:40,2025-07-03T23:48:34.813533,,2025-07-03 13:44:40,2025-07-03T23:43:11.311234,,Auto-updated with 2 new messages (0 added to history),2025-07-03T23:48:34.813533
252,1656,user_361387491,361387491,"Hi, no, I'm not one yet, I hope I can be.",2025-07-03T23:43:36.821019,"Yeah nice one! Mate, the perfect way to start towards that is actually my Free 28-Day Winter Vegan Challenge. Its designed to show you exactly how to get solid results while eating plant based. If you're keen, check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan",3,2025-07-03T23:48:09.044651,sent,2025-07-03 13:45:09,2025-07-03T23:50:02.703664,,2025-07-03 13:45:09,2025-07-03T23:43:36.821019,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:50:02.703664
253,1657,productividad.calidad95162,361387491,thanks,2025-07-03T23:53:14.089166,No worries mate!,3,2025-07-03T23:57:45.720688,sent,2025-07-03 13:54:45,2025-07-03T23:58:39.092938,,2025-07-03 13:54:45,2025-07-03T23:53:14.089166,,Auto-updated with 1 new messages (0 added to history),2025-07-03T23:58:39.092938
254,1658,user_734104225,734104225,9 years but im hitting 10 in August what about you?,2025-07-04T00:01:49.881071,"Ah nice one! 9 years and heading for 10 is solid hey. I've been vegetarian since birth, gave up milk a few years bacj!",1,2025-07-04T00:04:18.946866,sent,2025-07-03 14:03:18,2025-07-04T00:05:05.800235,,2025-07-03 14:03:18,2025-07-04T00:01:49.881071,,Auto-updated with 1 new messages (0 added to history),2025-07-04T00:05:05.800235
255,1659,mayouvegan,1581217277,"Okay good 😊
I feel much better in general, have better health, skin, hair, physical performances, etc. And so much more haha.",2025-07-04T00:20:41.354793,Yeah that's awesome getting all those health and performance boosts hey! Are you pairing that with any training or fitness?,1,2025-07-04T00:23:11.159352,sent,2025-07-03 14:22:11,2025-07-04T00:24:36.359644,,2025-07-03 14:22:11,2025-07-04T00:20:41.354793,,Auto-updated with 2 new messages (0 added to history),2025-07-04T00:24:36.359644
256,1660,lizzie.loves.veg,1704494905,Heyaaaa Sorry been at work,2025-07-04T00:34:43.375780,"Yeah nice one getting the bloods done, good on ya being proactive with that stuff hey! Sounds like you're crushing the nutrition side. Vitamin D from office work totally makes sense! Do you pair that solid nutrition with any training?",2,2025-07-04T00:38:14.731252,sent,2025-07-03 14:36:14,2025-07-04T00:39:04.556209,,2025-07-03 14:36:14,2025-07-04T00:34:43.375780,,Auto-updated with 2 new messages (0 added to history),2025-07-04T00:39:04.556209
257,1661,lizzie.loves.veg,1704494905,Yeaaah I'm proud of myself and think I get the nutrition side of things right. I had a blood test not long ago I'm only lacking vitamin d and that may be because I work in an office tbh,2025-07-04T00:36:23.990586,"Yeah good on ya being proud of yourself hey! Getting that nutrition dialled is half the battle, especially with the Vitamin D from office work. Are you doing any training at the moment to go with it?",3,2025-07-04T00:40:53.355932,sent,2025-07-03 14:37:53,2025-07-04T00:41:34.781681,,2025-07-03 14:37:53,2025-07-04T00:36:23.990586,,Auto-updated with 2 new messages (0 added to history),2025-07-04T00:41:34.781681
258,1662,lizzie.loves.veg,1704494905,Yeah im getting back into jogging again and stretching sits ups ect I should probs do light weight Weights I dont want to get big muscles aha. But yeah I know it's good for bone density ect.,2025-07-04T00:39:48.892634,"Yeah nice one getting back into it hey! Muscle memory is definitely a thing, your body remembers the movements 👍 And nah you won't get massive from light weights at all, still heaps good for bone density like you said! I mainly train bodybuilding stuff these days!

Look, since you're plant based and getting back into training, I've actually got something running right now that's basically made for you. I'm taking on a small group for my Free 28-Day Winter Vegan Challenge. Perfect way to get back into training while thriving on plants. Reckon you'd be keen to check it out?",2,2025-07-04T00:43:25.379849,sent,2025-07-03 14:41:25,2025-07-04T00:44:04.862290,,2025-07-03 14:41:25,2025-07-04T00:39:48.892634,,Auto-updated with 4 new messages (0 added to history),2025-07-04T00:44:04.862290
259,1663,lizzie.loves.veg,1704494905,But yeh just starting getting back into jogging I done it alot before so I think my body remembers like muscle memory right What do you do?,2025-07-04T00:41:04.159681,"Yeah muscle memory is totally a thing hey, your body definitely remembers those movements!

I'm mainly training bodybuilding stuff these days, trying to build a bit more size and strength.

How's the jogging been feeling now that you're getting back into it?",2,2025-07-04T00:44:06.468244,sent,2025-07-03 14:42:06,2025-07-04T00:45:32.890371,,2025-07-03 14:42:06,2025-07-04T00:41:04.159681,,Auto-updated with 4 new messages (0 added to history),2025-07-04T00:45:32.890371
260,1664,lizzie.loves.veg,1704494905,Well like I just said ^^^,2025-07-04T00:44:05.500900,"Yeah haha I see that now! Sorry it copy pasted weird hey! Nice one getting back into jogging and all that, muscle memory is a powerful thing for sure! How's the stretching and sit ups feeling getting back into those?",2,2025-07-04T00:47:38.558243,sent,2025-07-03 14:45:38,2025-07-04T00:49:02.056992,,2025-07-03 14:45:38,2025-07-04T00:44:05.500900,,Auto-updated with 5 new messages (0 added to history),2025-07-04T00:49:02.056992
261,1665,lizzie.loves.veg,1704494905,Yeah good for sure i have more energy and feel lighter,2025-07-04T00:47:22.201116,Yeah good you're feeling more energy and lighter hey! Sounds like dialling in the plant based nutrition and movement is already paying off. What are you hoping to achieve overall by getting back into it?,2,2025-07-04T00:50:53.992776,sent,2025-07-03 14:48:53,2025-07-04T00:51:39.646555,,2025-07-03 14:48:53,2025-07-04T00:47:22.201116,,Auto-updated with 6 new messages (0 added to history),2025-07-04T00:51:39.646555
262,1666,iapiisk,1111394203,Kasper:)),2025-07-04T00:49:31.073427,Haha looks like that message sent twice hey! That's awesome being plant based for so long on and off! Has that influenced your travel or photography much?,1,2025-07-04T00:52:03.601169,sent,2025-07-03 14:51:03,2025-07-04T00:53:09.892242,,2025-07-03 14:51:03,2025-07-04T00:49:31.073427,,Auto-updated with 2 new messages (0 added to history),2025-07-04T00:53:09.892242
263,1667,lizzie.loves.veg,1704494905,Yeah all good! I prefer having a tones body i feel stronger,2025-07-04T00:50:24.998777,"Yeah nice one, preferring that toned body feel stronger! Hell yeah!

Look, since you're plant based and keen on getting a toned body and feeling stronger, I've actually got something running right now that's basically made for you. I'm taking on a small group for my Free 28-Day Winter Vegan Challenge. It's designed to show you how to get incredible results while staying plant based and building that toned physique.

Perfect! I've got all the details on my website - check out cocospersonaltraining.com/plantbasedchallenge and if it looks good, just hit the join button, then come back and let me know and ill get started on your Meal Plan 💪",1,2025-07-04T00:53:01.631913,sent,2025-07-03 14:52:01,2025-07-04T00:54:38.590031,,2025-07-03 14:52:01,2025-07-04T00:50:24.998777,,Auto-updated with 7 new messages (0 added to history),2025-07-04T00:54:38.590031
264,1668,iapiisk,1111394203,"Oh.. it’s hard to say because I tried raw veganism, and fruterianism between . Everything was amazing. But compared to vegetarianism maybe better mental feeling. What about you?",2025-07-04T00:52:20.396229,"Yeah I've been vegetarian since birth, gave up milk a few years ago!

That's interesting you tried raw veganism and fruitarianism too, sounds like quite the journey! Totally get what you mean about the better mental feeling from veganism hey.

Are you into any fitness or training that pairs with your plant based lifestyle?",1,2025-07-04T00:54:50.925737,sent,2025-07-03 14:53:50,2025-07-04T00:56:06.828539,,2025-07-03 14:53:50,2025-07-04T00:52:20.396229,,Auto-updated with 3 new messages (0 added to history),2025-07-04T00:56:06.828539
265,1669,lizzie.loves.veg,1704494905,Just better physical and mental health And hopefully influence others to go plant based,2025-07-04T00:54:53.836106,"Yeah love that hey, focusing on physical and mental health and inspiring others to go plant based is awesome! That challenge I just mentioned is perfect for exactly that.",1,2025-07-04T00:57:27.719452,sent,2025-07-03 14:56:27,2025-07-04T00:58:31.419093,,2025-07-03 14:56:27,2025-07-04T00:54:53.836106,,Auto-updated with 8 new messages (0 added to history),2025-07-04T00:58:31.419093
266,1670,lizzie.loves.veg,1704494905,I think i will leave it But thanks,2025-07-04T00:58:08.137773,"Crikey, thanks for the massive yarn, mate! Sounds like you're absolutely smashing it and really dialling things in, hey? Being proud of your nutrition is ace, that's half the battle right there! And yep, office work can be a bugger for Vitamin D, worth keeping an eye on that one.

Getting back into jogging is brilliant! Muscle memory is totally a thing, your body remembers the good times. And stoked you're feeling more energised and lighter, that's the best feedback! Toned and strong is a fantastic goal – so much good comes from it, physical and mental, just like you said.

And wanting to influence others with plant-based eating? Good onya! Lead by example, legend.

Whatever you decide about ""leaving it"" (not totally sure what you meant there, maybe a specific program? No worries either way!), sounds like you're on the right track and doing awesome stuff for yourself. Keep up the ripper work! 💪🇦🇺",1,2025-07-04T01:00:33.534096,sent,2025-07-03 14:59:33,2025-07-04T01:02:00.133949,,2025-07-03 14:59:33,2025-07-04T00:58:08.137773,,Auto-updated with 9 new messages (0 added to history),2025-07-04T01:02:00.133949
267,1671,myvegventures,537425016,I noticed feeling a lot better giving dairy up,2025-07-04T00:58:37.056087,"Yeah, totally get that, giving up dairy can make a huge difference! Sounds like your body loves the changes you've made hey! Do you pair that up with any training or movement?",3,2025-07-04T01:03:03.400713,sent,2025-07-03 15:00:03,2025-07-04T01:04:25.158213,,2025-07-03 15:00:03,2025-07-04T00:58:37.056087,,Auto-updated with 1 new messages (0 added to history),2025-07-04T01:04:25.158213
268,1672,like_the_doll_,1011633504,Fur mostly!!,2025-07-04T01:28:03.664828,"Yeah totally get that, fur is a huge one hey. What sort of stuff do you get involved in?",2,2025-07-04T01:31:41.061618,sent,2025-07-03 15:29:41,2025-07-04T01:32:53.852993,,2025-07-03 15:29:41,2025-07-04T01:28:03.664828,,Auto-updated with 2 new messages (0 added to history),2025-07-04T01:32:53.852993
269,1673,pawperffct,417931630,Work and family,2025-07-04T01:30:54.894779,"Ah right, sounds like you've got a lot on your plate with work and family hey. Totally get that! How are the fur babies going?",2,2025-07-04T01:34:27.895616,sent,2025-07-03 15:32:27,2025-07-04T01:35:24.726763,,2025-07-03 15:32:27,2025-07-04T01:30:54.894779,,Auto-updated with 1 new messages (0 added to history),2025-07-04T01:35:24.726763
270,1674,like_the_doll_,1011633504,"Ummm mostly just an activist, don't really have other interests tbh What about you?",2025-07-04T01:40:47.445516,"Yeah right, mostly just an activist hey! That's awesome, having that passion for something is unreal. For me, I'm super passionate about health and fitness, especially helping people see what their body is capable of. Does being so passionate about activism give you heaps of energy for it?",3,2025-07-04T01:45:20.718480,sent,2025-07-03 15:42:20,2025-07-04T01:45:54.078561,,2025-07-03 15:42:20,2025-07-04T01:40:47.445516,,Auto-updated with 3 new messages (0 added to history),2025-07-04T01:45:54.078561
